Product,Month Start Date,Actual HC
CSR Full Time Expert,2024-09,2
CSR Full Time Mid,2024-09,1
Customer Service FT,2024-09,1
Dedicated SDR - FT,2024-09,2
Dedicated SDR - PT,2024-09,3
Dedicated SDR FT Mid,2024-09,2
Dedicated SDR Full Time,2024-09,3
Dedicated SDR Part Time,2024-09,3
Digital Marketing Assistant PT Expert,2024-09,3
Digital Marketing FT,2024-09,1
Digital Marketing PT,2024-09,1
E-Commerce Assistant Full Time Mid,2024-09,1
EA Bilingual FT,2024-09,3
EA Bilingual PT,2024-09,1
Ecommerce Assistant FT,2024-09,1
Ecommerce Assistant PT,2024-09,1
Executive Assistant FT,2024-09,2
Executive Assistant Full Time,2024-09,10
Executive Assistant Full Time Expert,2024-09,1
Executive Assistant Full Time Mid,2024-09,4
Executive Assistant PT,2024-09,1
Executive Assistant Part Time,2024-09,5
Executive Assistant Part Time Expert,2024-09,2
Executive Assistant Part Time Mid,2024-09,2
GVA - FT,2024-09,13
GVA - PT,2024-09,8
GVA Bilingual FT,2024-09,1
General Virtual Assistant Full Time,2024-09,30
General Virtual Assistant Full Time Expert,2024-09,3
General Virtual Assistant Full Time Mid,2024-09,11
General Virtual Assistant Part Time,2024-09,21
General Virtual Assistant Part Time Mid,2024-09,2
Graphic Designer FT,2024-09,1
Graphic Designer Full Time Mid,2024-09,1
Graphic Designer PT,2024-09,1
Graphic Designer Part Time,2024-09,1
Healthcare Assistant Bilingual FT,2024-09,1
Healthcare VA Full Time,2024-09,3
Healthcare VA Part Time,2024-09,3
IT Helpdesk Part Time Support,2024-09,1
Lead Generation Assistant (Full Time),2024-09,3
Lead Generation Assistant (Part Time),2024-09,3
Medical Scribe Full Time,2024-09,2
Medical Scribe Part Time,2024-09,1
Micro Plan DMA Expert 2hr/day,2024-09,1
Micro Plan EA,2024-09,4
Micro Plan GVA,2024-09,1
Micro Plan GVA Mid 2hr/day,2024-09,1
Outbound Sales Agent PT,2024-09,1
Partner Executive Assistant,2024-09,3
Personal Assistant Full Time,2024-09,1
Personal Assistant Part Time,2024-09,2
Real Estate FT,2024-09,1
Real Estate Full Time,2024-09,1
Real Estate Part Time,2024-09,1
Recruitment Assistant PT Expert,2024-09,1
SDR FT Expert,2024-09,1
SDR Full Time,2024-09,7
SDR Full Time Mid,2024-09,2
SDR Part Time,2024-09,2
SDR Part Time Expert,2024-09,4
SDR Part Time Mid,2024-09,5
Social Media FT,2024-09,1
Social Media Full Time Expert,2024-09,2
Social Media Full Time Mid,2024-09,3
US SDR PT,2024-09,1
US-Based SDR Assistant 10 HRS,2024-09,1
Bilingual Sales FT Expert,2024-08,1
Bilingual Sales PT,2024-08,3
Bilingual Sales PT Mid,2024-08,1
Bookkeeper FT,2024-08,1
Bookkeeper Full Time Expert,2024-08,1
Bookkeeper Full Time Mid,2024-08,1
Bookkeeper PT,2024-08,6
CSR Bilingual Full Time,2024-08,9
CSR Bilingual Full Time Mid,2024-08,1
CSR Bilingual Part Time Mid,2024-08,1
CSR Full Time,2024-08,9
CSR Full Time Mid,2024-08,1
CSR Part Time Mid,2024-08,1
Customer Service FT,2024-08,3
Customer Service PT,2024-08,2
Dedicated Receptionist 8HR,2024-08,1
Dedicated SDR - FT,2024-08,4
Dedicated SDR - PT,2024-08,1
Dedicated SDR FT Mid,2024-08,2
Dedicated SDR Full Time,2024-08,3
Dedicated SDR Part Time,2024-08,7
Digital Marketing Assistant FT,2024-08,1
Digital Marketing Assistant FT Expert,2024-08,2
Digital Marketing Assistant FT Mid,2024-08,4
Digital Marketing Assistant PT,2024-08,3
Digital Marketing Assistant PT Expert,2024-08,2
Digital Marketing Assistant PT Mid,2024-08,3
Digital Marketing FT,2024-08,1
Digital Marketing PT,2024-08,3
E-Commerce Assistant Full Time Expert,2024-08,1
E-Commerce Assistant Part Time,2024-08,2
E-Commerce Assistant Part Time Expert,2024-08,1
Ecommerce Assistant PT,2024-08,1
Executive Assistant FT,2024-08,1
Executive Assistant Full Time,2024-08,4
Executive Assistant Full Time Expert,2024-08,4
Executive Assistant Full Time Mid,2024-08,4
Executive Assistant PT,2024-08,7
Executive Assistant Part Time,2024-08,15
Executive Assistant Part Time Expert,2024-08,2
Executive Assistant Part Time Mid,2024-08,3
GVA - FT,2024-08,10
GVA - PT,2024-08,10
GVA 20 Hours,2024-08,1
GVA Bilingual PT,2024-08,3
General Virtual Assistant Full Time,2024-08,20
General Virtual Assistant Full Time Mid,2024-08,9
General Virtual Assistant Part Time,2024-08,28
General Virtual Assistant Part Time Expert,2024-08,1
General Virtual Assistant Part Time Mid,2024-08,7
Graphic Designer Part Time,2024-08,1
Healthcare VA Full Time,2024-08,3
Healthcare VA Full Time Expert,2024-08,2
Healthcare VA Part Time,2024-08,2
Lead Gen Full Time Mid,2024-08,1
Lead Generation Assistant (Part Time),2024-08,3
Medical Scribe Full Time,2024-08,4
Micro Plan GVA,2024-08,2
Outbound Sales Agent Full Time,2024-08,1
Outbound Sales Agent PT,2024-08,2
Partner Executive Assistant,2024-08,1
Real Estate FT,2024-08,1
Real Estate Full Time Mid,2024-08,1
Real Estate Part Time,2024-08,1
Recruitment Assistant Full Time Mid,2024-08,1
Recruitment Full Time,2024-08,1
SDR Full Time,2024-08,11
SDR Full Time Expert,2024-08,2
SDR Full Time Mid,2024-08,2
SDR Part Time,2024-08,4
SDR Part Time Mid,2024-08,3
Social Media Full Time,2024-08,2
Social Media PT,2024-08,1
Social Media Part Time,2024-08,1
Social Media Part Time Mid,2024-08,1
US GVA FT,2024-08,2
US Social Media FT Mid,2024-08,1
US-Based Executive Assistant PT Mid,2024-08,1
US-Based Lead Gen Assistant PT Expert,2024-08,1
Bilingual Sales FT Expert,2024-07,2
"Bilingual, Spanish/English Sales Callers",2024-07,1
Bookkeeper FT,2024-07,1
Bookkeeper PT,2024-07,7
Bookkeeper PT Expert,2024-07,1
CRM Data Entry Assistant Part Time,2024-07,2
CSR Bilingual Full Time,2024-07,7
CSR Full Time,2024-07,11
CSR Full Time Mid,2024-07,5
CSR Part Time,2024-07,1
Content Writer PT,2024-07,1
Content Writer Part Time,2024-07,2
Customer Service FT,2024-07,10
Dedicated SDR - FT,2024-07,1
Dedicated SDR FT Mid,2024-07,6
Dedicated SDR Full Time,2024-07,9
Dedicated SDR Part Time,2024-07,5
Digital Marketing Assistant FT,2024-07,1
Digital Marketing Assistant FT Expert,2024-07,1
Digital Marketing Assistant FT Mid,2024-07,1
Digital Marketing Assistant PT,2024-07,3
Digital Marketing Assistant PT Expert,2024-07,2
Digital Marketing Assistant PT Mid,2024-07,1
Digital Marketing FT,2024-07,1
Digital Marketing PT,2024-07,2
E-Commerce Assistant Full Time Expert,2024-07,3
E-Commerce Assistant Part Time,2024-07,1
EA Bilingual PT,2024-07,3
EA Bilingual PT Expert,2024-07,3
Ecommerce Assistant FT,2024-07,2
Ecommerce Assistant PT,2024-07,4
Executive Assistant FT,2024-07,3
Executive Assistant Full Time,2024-07,5
Executive Assistant Full Time Expert,2024-07,3
Executive Assistant Full Time Mid,2024-07,3
Executive Assistant PT,2024-07,3
Executive Assistant Part Time,2024-07,5
Executive Assistant Part Time Expert,2024-07,4
Executive Assistant Part Time Mid,2024-07,2
GVA - FT,2024-07,17
GVA - PT,2024-07,11
General Virtual Assistant Full Time,2024-07,18
General Virtual Assistant Full Time Mid,2024-07,15
General Virtual Assistant Part Time,2024-07,37
General Virtual Assistant Part Time Expert,2024-07,1
General Virtual Assistant Part Time Mid,2024-07,4
Graphic Designer FT,2024-07,1
Graphic Designer PT,2024-07,1
Graphic Designer Part Time Expert,2024-07,1
Graphic Designer Part Time Mid,2024-07,1
Healthcare VA Full Time,2024-07,4
Healthcare VA Full Time Mid,2024-07,1
Healthcare VA Part Time,2024-07,4
Healthcare VA Part Time Mid,2024-07,1
Lead Gen Bilingual FT,2024-07,1
Lead Gen Part Time,2024-07,1
Lead Generation Assistant (Full Time),2024-07,1
Lead Generation Assistant (Part Time),2024-07,7
Medical Scribe Full Time,2024-07,8
Micro Plan GVA,2024-07,1
Outbound Sales Agent PT,2024-07,4
Partner Executive Assistant,2024-07,1
Personal Assistant Part Time Mid,2024-07,1
Real Estate FT,2024-07,2
Real Estate Full Time,2024-07,2
Real Estate Part Time,2024-07,1
Real Estate Part Time Mid,2024-07,1
Recruitment Assistant Full Time Expert,2024-07,1
Recruitment Assistant Full Time Mid,2024-07,1
Recruitment Assistant PT Mid,2024-07,1
SDR Full Time,2024-07,19
SDR Full Time Expert,2024-07,2
SDR Full Time Mid,2024-07,1
SDR Part Time,2024-07,5
SDR Part Time Expert,2024-07,1
SDR Part Time Mid,2024-07,4
Social Media Full Time,2024-07,1
Social Media PT,2024-07,4
Social Media Part Time,2024-07,4
US Customer Service FT,2024-07,2
US-Based Executive Assistant PT,2024-07,2
US-Based SDR Assistant 10 HRS,2024-07,2
Bilingual GVA - FT,2024-06,1
Bilingual Sales FT,2024-06,2
Bilingual Sales FT Expert,2024-06,2
Bookkeeper FT,2024-06,2
Bookkeeper Full Time Expert,2024-06,1
Bookkeeper PT Expert,2024-06,1
Bookkeeper PT Mid,2024-06,1
CSR Full Time,2024-06,17
CSR Full Time Mid,2024-06,4
CSR Part Time,2024-06,4
CSR Part Time Mid,2024-06,1
Content Writer Full Time Mid,2024-06,1
Content Writer Part Time Mid,2024-06,1
Customer Service FT,2024-06,3
Customer Service PT,2024-06,1
Dedicated SDR - FT,2024-06,6
Dedicated SDR FT Mid,2024-06,5
Dedicated SDR Full Time,2024-06,6
Dedicated SDR Part Time,2024-06,10
Digital Marketing Assistant FT Expert,2024-06,2
Digital Marketing Assistant FT Mid,2024-06,2
Digital Marketing Assistant PT Expert,2024-06,2
Digital Marketing FT,2024-06,1
Digital Marketing PT,2024-06,2
E-Commerce Assistant Full Time Mid,2024-06,2
E-Commerce Assistant Part Time,2024-06,1
EA Bilingual FT Expert,2024-06,1
Ecommerce Assistant FT,2024-06,1
Ecommerce Assistant PT,2024-06,4
Executive Assistant Full Time,2024-06,5
Executive Assistant Full Time Expert,2024-06,6
Executive Assistant Full Time Mid,2024-06,1
Executive Assistant PT,2024-06,4
Executive Assistant Part Time,2024-06,3
Executive Assistant Part Time Expert,2024-06,2
Executive Assistant Part Time Mid,2024-06,2
GVA - FT,2024-06,9
GVA - PT,2024-06,6
GVA Bilingual FT,2024-06,1
General Virtual Assistant Full Time,2024-06,19
General Virtual Assistant Full Time Expert,2024-06,2
General Virtual Assistant Full Time Mid,2024-06,7
General Virtual Assistant Part Time,2024-06,14
General Virtual Assistant Part Time Mid,2024-06,7
Graphic Designer Part Time Mid,2024-06,1
Healthcare Assistant Bilingual FT,2024-06,4
Healthcare VA Full Time,2024-06,1
Healthcare VA Part Time,2024-06,3
Lead Gen Part Time Expert,2024-06,1
Lead Gen Part Time Mid,2024-06,1
Lead Generation Assistant (Full Time),2024-06,3
Lead Generation Assistant (Part Time),2024-06,1
Medical Scribe Full Time,2024-06,3
Medical Scribe Part Time Expert,2024-06,1
Outbound Sales Agent Full Time,2024-06,1
Outbound Sales Agent PT,2024-06,1
Personal Assistant Full Time,2024-06,1
Personal Assistant Part Time,2024-06,1
Personal Assistant Part Time Mid,2024-06,1
Real Estate FT,2024-06,1
Real Estate PT,2024-06,1
Real Estate Part Time,2024-06,1
Real Estate Part Time Mid,2024-06,1
Recruitment PT,2024-06,1
SDR FT Expert,2024-06,1
SDR Full Time,2024-06,3
SDR Full Time Expert,2024-06,3
SDR Part Time,2024-06,4
SDR Part Time Mid,2024-06,3
Social Media Full Time,2024-06,1
Social Media Full Time Expert,2024-06,1
Social Media PT,2024-06,1
Social Media Part Time,2024-06,1
Social Media Part Time Mid,2024-06,1
US Executive Assistant PT,2024-06,1
US SDR Part Time,2024-06,1
US-Based SDR Assistant 10 HRS,2024-06,2
US-Based SDR Assistant PT Expert,2024-06,1
Bilingual GVA - FT,2024-05,2
Bilingual Sales FT,2024-05,3
"Bilingual, Spanish/English Sales Caller Part Time",2024-05,1
Bookkeeper FT,2024-05,1
Bookkeeper Full Time Expert,2024-05,1
Bookkeeper Full Time Mid,2024-05,4
Bookkeeper PT Mid,2024-05,2
CRM Data Entry Assistant Full Time,2024-05,1
CSR Bilingual Full Time,2024-05,5
CSR Full Time,2024-05,12
CSR Full Time Mid,2024-05,2
CSR Part Time,2024-05,4
Content Writer FT,2024-05,1
Content Writer PT,2024-05,3
Content Writer Part Time,2024-05,1
Content Writer Part Time Mid,2024-05,2
Customer Service FT,2024-05,1
Customer Service PT,2024-05,2
Dedicated Receptionist 8H,2024-05,1
Dedicated SDR - PT,2024-05,2
Dedicated SDR FT Mid,2024-05,2
Dedicated SDR Full Time,2024-05,6
Dedicated SDR Part Time,2024-05,13
Digital Marketing Assistant FT Expert,2024-05,2
Digital Marketing Assistant FT Mid,2024-05,2
Digital Marketing Assistant PT,2024-05,2
Digital Marketing Assistant PT Expert,2024-05,4
Digital Marketing Assistant PT Mid,2024-05,3
Digital Marketing FT,2024-05,3
Digital Marketing PT,2024-05,1
E-Commerce Assistant Full Time Expert,2024-05,1
EA Bilingual FT,2024-05,1
EA Bilingual FT Expert,2024-05,1
EA Bilingual PT Expert,2024-05,1
Ecommerce Assistant FT,2024-05,9
Ecommerce Assistant PT,2024-05,1
Executive Assistant Full Time,2024-05,12
Executive Assistant Full Time Expert,2024-05,7
Executive Assistant Full Time Mid,2024-05,6
Executive Assistant PT,2024-05,6
Executive Assistant Part Time,2024-05,7
Executive Assistant Part Time Expert,2024-05,2
Executive Assistant Part Time Mid,2024-05,5
GVA - FT,2024-05,14
GVA - PT,2024-05,11
GVA Bilingual PT,2024-05,3
General Virtual Assistant Full Time,2024-05,28
General Virtual Assistant Full Time Expert,2024-05,1
General Virtual Assistant Full Time Mid,2024-05,12
General Virtual Assistant Part Time,2024-05,28
General Virtual Assistant Part Time Expert,2024-05,3
General Virtual Assistant Part Time Mid,2024-05,1
Healthcare Assistant Bilingual FT,2024-05,2
Healthcare VA Full Time,2024-05,5
Healthcare VA Full Time Expert,2024-05,3
Healthcare VA Full Time Mid,2024-05,1
Healthcare VA Part Time,2024-05,1
Lead Generation Assistant (Part Time),2024-05,5
Medical Scribe Full Time,2024-05,2
Medical Scribe Part Time,2024-05,2
Outbound Sales Agent PT,2024-05,1
Partner Executive Assistant,2024-05,2
Personal Assistant Full Time,2024-05,2
Personal Assistant Part Time,2024-05,2
Real Estate FT,2024-05,1
Real Estate Full Time,2024-05,2
Real Estate Full Time Mid,2024-05,1
Real Estate PT,2024-05,1
Real Estate Part Time,2024-05,3
Real Estate Part Time Mid,2024-05,1
Recruitment FT,2024-05,1
SDR FT Expert,2024-05,2
SDR Full Time,2024-05,2
SDR Full Time Mid,2024-05,1
SDR Part Time,2024-05,6
SDR Part Time Expert,2024-05,2
SDR Part Time Mid,2024-05,3
Social Media FT,2024-05,1
Social Media Full Time,2024-05,1
Social Media Full Time Mid,2024-05,1
Social Media Part Time,2024-05,2
Social Media Part Time Expert,2024-05,1
Social Media Part Time Mid,2024-05,1
US-Based CSR Assistant Full Time,2024-05,2
US-Based Executive Assistant Full Time,2024-05,1
US-Based Executive Assistant PT,2024-05,1
Bilingual Caller FT,2024-04,1
Bilingual GVA - FT,2024-04,1
Bilingual GVA - PT,2024-04,1
"Bilingual, Spanish/English Sales Caller Part Time",2024-04,2
"Bilingual, Spanish/English Sales Callers",2024-04,3
Bookkeeper FT,2024-04,3
Bookkeeper PT,2024-04,3
CRM Data Entry Assistant Part Time,2024-04,2
CSR Bilingual Full Time,2024-04,15
CSR Bilingual Part Time,2024-04,1
CSR Full Time,2024-04,19
CSR Full Time Mid,2024-04,1
CSR Part Time,2024-04,3
CSR Part Time Mid,2024-04,1
Content Writer FT,2024-04,1
Content Writer Full Time,2024-04,1
Content Writer Full Time Mid,2024-04,1
Content Writer Part Time,2024-04,1
Content Writer Part Time Mid,2024-04,1
Customer Service FT,2024-04,4
Dedicated Receptionist 8HR,2024-04,1
Dedicated SDR FT Mid,2024-04,3
Dedicated SDR Full Time,2024-04,8
Dedicated SDR Part Time,2024-04,7
Digital Marketing Assistant FT Expert,2024-04,1
Digital Marketing Assistant PT,2024-04,2
Digital Marketing Assistant PT Expert,2024-04,3
Digital Marketing Assistant PT Mid,2024-04,2
Digital Marketing FT,2024-04,2
Digital Marketing PT,2024-04,9
E-Commerce Assistant Full Time,2024-04,1
E-Commerce Assistant Part Time,2024-04,1
E-Commerce Assistant Part Time Expert,2024-04,1
EA Bilingual FT Expert,2024-04,1
Ecommerce Assistant FT,2024-04,1
Ecommerce Assistant PT,2024-04,1
Executive Assistant Full Time,2024-04,11
Executive Assistant Full Time Expert,2024-04,5
Executive Assistant Full Time Mid,2024-04,2
Executive Assistant PT,2024-04,5
Executive Assistant Part Time,2024-04,12
Executive Assistant Part Time Expert,2024-04,3
Executive Assistant Part Time Mid,2024-04,1
GVA - FT,2024-04,19
GVA - PT,2024-04,10
GVA Bilingual FT,2024-04,1
GVA Bilingual PT,2024-04,4
General Virtual Assistant Full Time,2024-04,25
General Virtual Assistant Full Time Expert,2024-04,2
General Virtual Assistant Full Time Mid,2024-04,2
General Virtual Assistant Part Time,2024-04,40
General Virtual Assistant Part Time Expert,2024-04,1
General Virtual Assistant Part Time Mid,2024-04,3
Graphic Designer Bilingual FT Mid,2024-04,1
Graphic Designer Full Time Expert,2024-04,1
Graphic Designer Part Time,2024-04,2
Graphic Designer Part Time Expert,2024-04,1
Healthcare VA Full Time,2024-04,2
Healthcare VA Full Time Mid,2024-04,1
Healthcare VA Part Time,2024-04,4
IT Helpdesk Full Time Support,2024-04,2
Lead Generation Assistant (Full Time),2024-04,2
Lead Generation Assistant (Part Time),2024-04,2
Medical Scribe Full Time,2024-04,1
Medical Scribe Part Time,2024-04,1
Outbound Sales Agent PT,2024-04,1
Personal Assistant Full Time,2024-04,1
Personal Assistant Part Time,2024-04,1
Real Estate Bilingual FT,2024-04,1
Real Estate Full Time,2024-04,2
Real Estate Full Time Mid,2024-04,1
Real Estate Part Time,2024-04,1
SDR FT Expert,2024-04,1
SDR Full Time,2024-04,4
SDR Full Time Expert,2024-04,1
SDR Full Time Mid,2024-04,3
SDR Part Time,2024-04,4
SDR Part Time Expert,2024-04,1
SDR Part Time Mid,2024-04,3
Social Media FT,2024-04,1
Social Media Full Time,2024-04,2
Social Media Full Time Expert,2024-04,1
Social Media Full Time Mid,2024-04,3
Social Media PT,2024-04,1
Social Media Part Time,2024-04,4
Social Media Part Time Mid,2024-04,1
US GVA PT,2024-04,1
US SDR Part Time,2024-04,1
US-Based CSR Assistant Full Time,2024-04,1
US-Based Digital Marketing Assistant PT Expert,2024-04,1
US-Based Executive Assistant Full Time,2024-04,1
US-Based Executive Assistant Full Time Expert,2024-04,1
US-Based SDR Assistant 10 HRS,2024-04,1
US-Based SDR Assistant Full Time Expert,2024-04,1
Bilingual Caller FT,2024-03,2
Bilingual Sales FT,2024-03,3
"Bilingual, Spanish/English Sales Callers",2024-03,2
Bookkeeper FT,2024-03,2
Bookkeeper Full Time Expert,2024-03,1
Bookkeeper Full Time Mid,2024-03,2
Bookkeeper PT Expert,2024-03,1
CRM Data Entry Assistant Full Time,2024-03,1
CSR Full Time,2024-03,9
CSR Full Time Mid,2024-03,2
CSR Part Time,2024-03,5
Content Writer FT,2024-03,3
Content Writer PT,2024-03,1
Content Writer Part Time Mid,2024-03,1
Customer Service FT,2024-03,4
Customer Service PT,2024-03,9
Dedicated SDR FT Mid,2024-03,1
Dedicated SDR Full Time,2024-03,4
Dedicated SDR Part Time,2024-03,9
Digital Marketing Assistant FT,2024-03,1
Digital Marketing Assistant FT Expert,2024-03,2
Digital Marketing Assistant PT Expert,2024-03,2
Digital Marketing Assistant PT Mid,2024-03,3
Digital Marketing FT,2024-03,1
Digital Marketing PT,2024-03,2
E-Commerce Assistant Full Time,2024-03,6
E-Commerce Assistant Full Time Mid,2024-03,2
E-Commerce Assistant Part Time Expert,2024-03,2
EA Bilingual FT,2024-03,3
EA Bilingual PT Mid,2024-03,1
Ecommerce Assistant PT,2024-03,1
Executive Assistant FT,2024-03,4
Executive Assistant Full Time,2024-03,14
Executive Assistant Full Time Expert,2024-03,11
Executive Assistant Full Time Mid,2024-03,4
Executive Assistant PT,2024-03,6
Executive Assistant Part Time,2024-03,10
Executive Assistant Part Time Expert,2024-03,3
Executive Assistant Part Time Mid,2024-03,3
GVA - FT,2024-03,23
GVA - PT,2024-03,11
GVA Bilingual FT Mid,2024-03,1
GVA Bilingual PT,2024-03,4
GVA Bilingual PT Mid,2024-03,1
General Virtual Assistant Full Time,2024-03,17
General Virtual Assistant Full Time Expert,2024-03,3
General Virtual Assistant Full Time Mid,2024-03,10
General Virtual Assistant Part Time,2024-03,31
General Virtual Assistant Part Time Expert,2024-03,1
General Virtual Assistant Part Time Mid,2024-03,9
Graphic Designer Bilingual FT Mid,2024-03,1
Graphic Designer FT,2024-03,1
Graphic Designer Full Time,2024-03,1
Healthcare Assistant Bilingual FT Mid,2024-03,1
Healthcare VA Full Time,2024-03,5
Healthcare VA Full Time Expert,2024-03,2
Healthcare VA Full Time Mid,2024-03,1
Lead Gen Bilingual PT,2024-03,1
Lead Gen Part Time,2024-03,1
Lead Gen Part Time Mid,2024-03,1
Lead Generation Assistant (Part Time),2024-03,1
Medical Scribe Full Time,2024-03,3
Personal Assistant Full Time,2024-03,1
Real Estate FT,2024-03,1
Real Estate Full Time,2024-03,2
Real Estate Full Time Mid,2024-03,3
Real Estate Part Time,2024-03,3
Recruitment Assistant Full Time,2024-03,1
SDR FT Expert,2024-03,1
SDR Full Time,2024-03,2
SDR Full Time Expert,2024-03,3
SDR Part Time,2024-03,4
SDR Part Time Expert,2024-03,1
SDR Part Time Mid,2024-03,1
Social Media FT,2024-03,2
Social Media Full Time,2024-03,2
Social Media Full Time Expert,2024-03,1
Social Media PT,2024-03,2
Social Media Part Time,2024-03,5
Social Media Part Time Expert,2024-03,1
Social Media Part Time Mid,2024-03,2
US Executive Assistant FT,2024-03,1
US SDR Part Time,2024-03,1
US-Based Executive Assistant Full Time Expert,2024-03,2
US-Based Executive Assistant Full Time Mid,2024-03,2
US-Based General Virtual Assistant PT,2024-03,1
US-Based Lead Gen Assistant PT Mid,2024-03,1
US-Based SDR Assistant 10 HRS,2024-03,1
US-Based SDR Assistant Full Time Expert,2024-03,1
US-Based Social Media Assistant 10 HRS,2024-03,1
US-Based Social Media Assistant 10 HRS Expert,2024-03,1
Bilingual Caller FT,2024-02,2
Bilingual GVA - FT,2024-02,1
Bilingual GVA - PT,2024-02,1
Bilingual GVA Full Time,2024-02,2
Bilingual Sales FT,2024-02,1
Bookkeeper FT,2024-02,2
Bookkeeper Full Time,2024-02,2
Bookkeeper Full Time Mid,2024-02,1
Bookkeeper PT,2024-02,2
Bookkeeper PT Expert,2024-02,1
Bookkeeper PT Mid,2024-02,1
CSR Bilingual Full Time,2024-02,1
CSR Bilingual Part Time,2024-02,1
CSR Full Time,2024-02,28
CSR Full Time Mid,2024-02,3
CSR Part Time,2024-02,1
Content Writer Full Time,2024-02,15
Customer Service FT,2024-02,4
Dedicated SDR - FT,2024-02,1
Dedicated SDR Full Time,2024-02,6
Dedicated SDR Part Time,2024-02,12
Digital Marketing Assistant FT Expert,2024-02,1
Digital Marketing Assistant FT Mid,2024-02,1
Digital Marketing Assistant PT,2024-02,3
Digital Marketing Assistant PT Expert,2024-02,3
Digital Marketing FT,2024-02,1
Digital Marketing PT,2024-02,4
E-Commerce Assistant Full Time Expert,2024-02,2
E-Commerce Assistant Part Time Expert,2024-02,1
Ecommerce Assistant FT,2024-02,6
Ecommerce Assistant PT,2024-02,1
Executive Assistant Full Time,2024-02,12
Executive Assistant Full Time Expert,2024-02,7
Executive Assistant Full Time Mid,2024-02,6
Executive Assistant PT,2024-02,5
Executive Assistant Part Time,2024-02,12
Executive Assistant Part Time Mid,2024-02,2
GVA - FT,2024-02,9
GVA - PT,2024-02,10
GVA Bilingual PT,2024-02,1
General Virtual Assistant Full Time,2024-02,28
General Virtual Assistant Full Time Expert,2024-02,6
General Virtual Assistant Full Time Mid,2024-02,2
General Virtual Assistant Part Time,2024-02,37
General Virtual Assistant Part Time Expert,2024-02,1
General Virtual Assistant Part Time Mid,2024-02,13
Graphic Designer Bilingual FT Expert,2024-02,1
Graphic Designer Full Time,2024-02,2
Graphic Designer Full Time Mid,2024-02,1
Graphic Designer PT,2024-02,1
Graphic Designer Part Time Expert,2024-02,2
Graphic Designer Part Time Mid,2024-02,1
Healthcare VA Full Time,2024-02,4
Healthcare VA Full Time Mid,2024-02,1
Healthcare VA Part Time,2024-02,1
Lead Gen Full Time,2024-02,2
Lead Gen Part Time,2024-02,2
Lead Generation Assistant (Part Time),2024-02,3
Medical Scribe Full Time,2024-02,4
Medical Scribe Part Time,2024-02,3
Personal Assistant Full Time,2024-02,1
Real Estate Bilingual FT Mid,2024-02,3
Real Estate PT,2024-02,1
Real Estate Part Time,2024-02,1
Recruitment FT,2024-02,1
SDR FT Expert,2024-02,1
SDR Full Time,2024-02,4
SDR Full Time Expert,2024-02,3
SDR Full Time Mid,2024-02,1
SDR Part Time,2024-02,7
SDR Part Time Expert,2024-02,2
SDR Part Time Mid,2024-02,4
Social Media FT,2024-02,3
Social Media Full Time,2024-02,3
Social Media Full Time Mid,2024-02,3
Social Media PT,2024-02,2
Social Media Part Time,2024-02,4
Social Media Part Time Expert,2024-02,1
US Customer Service PT,2024-02,1
US GVA PT,2024-02,1
US-Based CSR Assistant PT,2024-02,2
US-Based Executive Assistant PT,2024-02,1
US-Based Executive Assistant PT Expert,2024-02,1
US-Based Executive Assistant PT Mid,2024-02,2
US-Based Graphic Designer Assistant 10 HRS,2024-02,1
US-Based SDR Assistant 10 HRS,2024-02,1
US-Based SDR Assistant Full Time Expert,2024-02,1
US-Based SDR Assistant PT Expert,2024-02,1
Amazon Virtual Assistant Part Time,2024-01,1
Bilingual Caller FT,2024-01,1
Bilingual GVA Full Time,2024-01,3
Bilingual Sales FT Expert,2024-01,1
Bilingual Sales PT,2024-01,1
"Bilingual, Spanish/English Sales Callers",2024-01,1
Bookkeeper FT,2024-01,2
Bookkeeper Full Time,2024-01,1
Bookkeeper Full Time Mid,2024-01,3
Bookkeeper PT,2024-01,4
Bookkeeper PT Expert,2024-01,1
Bookkeeper PT Mid,2024-01,1
CRM Data Entry Assistant Part Time,2024-01,1
CSR Full Time,2024-01,13
CSR Full Time Expert,2024-01,2
CSR Full Time Mid,2024-01,3
CSR Part Time,2024-01,5
Content Writer Full Time,2024-01,1
Content Writer Full Time Mid,2024-01,1
Content Writer PT,2024-01,2
Content Writer Part Time,2024-01,1
Customer Service FT,2024-01,3
Customer Service PT,2024-01,1
Dedicated SDR - FT,2024-01,1
Dedicated SDR - PT,2024-01,1
Dedicated SDR FT Mid,2024-01,1
Dedicated SDR Full Time,2024-01,4
Dedicated SDR Part Time,2024-01,5
Digital Marketing Assistant FT Expert,2024-01,1
Digital Marketing Assistant FT Mid,2024-01,3
Digital Marketing Assistant PT,2024-01,1
Digital Marketing Assistant PT Expert,2024-01,2
Digital Marketing Assistant PT Mid,2024-01,3
Digital Marketing FT,2024-01,3
Digital Marketing PT,2024-01,9
E-Commerce Assistant Full Time,2024-01,3
E-Commerce Assistant Full Time Expert,2024-01,1
E-Commerce Assistant Full Time Mid,2024-01,3
E-Commerce Assistant Part Time Expert,2024-01,1
E-Commerce Assistant Part Time Mid,2024-01,1
Ecommerce Assistant FT,2024-01,7
Ecommerce Assistant PT,2024-01,2
Executive Assistant FT,2024-01,1
Executive Assistant Full Time,2024-01,10
Executive Assistant Full Time Expert,2024-01,6
Executive Assistant Full Time Mid,2024-01,4
